ano,regiao,uf,ies,grande_area,area,nivel,autor,sexo
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,DANIELA MATEUS DE VASCONCELOS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,SIMONE COSTA DE ALMEIDA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ADENILSON FERREIRA DE SOUZA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,DANIELA LEANDRO REZENDE,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,NATALLY VIEIRA DIAS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,GABRIEL DA COSTA AVILA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LUIZ DUARTE HAELE ARNAUT,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,CLEIDIMAR RODRIGUES DE SOUSA LIMA,Unissex
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RODRIGO BIANCHINI CRACCO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MYRIAN RIBEIRO AUBIN,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,SOFIA ALVES VALLE,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARILEIDE LAZARA CASSOLI,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,BRAULIO SILVA CHAVES,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARIA TEREZINHA BRETAS VILARINO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LUCILA PEREIRA DA SILVA BASILE,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,CECILIA LUTTEMBARCK DE OLIVEIRA LIMA RATTES,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,SABRINA MARA SANT ANNA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,GUSTAVO HENRIQUE BARBOSA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,DAYSE LUCIDE SILVA SANTOS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ALEX FERNANDES BOHRER,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,FRANCISMARY ALVES DA SILVA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,KLEVERSON TEODORO DE LIMA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ARNON SAVIO REIS DE OLIVEIRA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ELISANGELA MARIA BARBOSA SANTOS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,FLAVIO RAIMUNDO GIAROLA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MANOEL CARLOS FONSECA DE ALENCAR,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,EDMILSON ALVES MAIA JUNIOR,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,JOELMA APARECIDA DO NASCIMENTO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ELIZABETE MARIA ESPINDOLA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,JOSE WELLINGTON DIAS SOARES,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CAMILA SOARES DE ABREU,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,FABIO SANTOS BISPO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ARIANA LUCERO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,NEYFSOM CARLOS FERNANDES MATIAS,Desconhecido
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ROBERTA VASCONCELOS LEITE,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,BRUNO OTAVIO ARANTES,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARIANA TELES SANTOS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ISABELA SARAIVA DE QUEIROZ,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARCELO FONSECA GOMES DE SOUZA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,MARILENE TAVARES CORTEZ,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ERNESTO ANDRES ANZALONE VAZQUEZ,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,CARLA ALMEIDA CAPANEMA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,PAULO COELHO CASTELO BRANCO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,PSICOLOGIA,Doutorado,ROMINA MOREIRA DE MAGALHAES GOMES,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,MARCELO CINTRA DO AMARAL,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ANDRE TOME DE ASSIS,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,RONALDO ALVES BELEM,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,BRAULIO MAGALHAES FONSECA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,GRAZIELLE ANJOS CARVALHO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,LEANDRO DE AGUIAR E SOUZA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,RAFAEL DE OLIVEIRA ALVES,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,GUILHERME FORTES DRUMMOND CHICARINO VARAJAO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,SIMONE PARRELA TOSTES,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,TAIZA DE PINHO BARROSO LUCAS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,LUIZ FERNANDO DE PAULA BARROS,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,FELIPE NUNES COELHO MAGALHAES,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,RODRIGO PINHEIRO RIBAS,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RILDO JOSE COSSON MOTA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RONAL RODOLFO GARNELO ESCOBAR,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NAYARA SILVA DE CARIE,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MAIRA TOMAYNO DE MELO DIAS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ERICA DUMONT PENA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCINEIA SILVEIRA TOLEDO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,KATIA LILIANE ALVES CANGUCU,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MIGUEL RAUL MAZISSA ZINGA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARILIA CARLA DE MELLO GAIA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,IRIA LUIZA DE CASTRO MELGACO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JEREMIAS GUILHERME MARIA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JACQUELINE ARAUJO CORREA MENDES,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PATRICIA MARIA DE SOUZA SANTANA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JACQUELINE DE CASTRO LARANJO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VIRGINIA DE SOUZA AVILA OLIVEIRA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SHIRLEY PATRICIA NOGUEIRA DE CASTRO E ALMEIDA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA MARIA ALVES SARAIVA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,WALQUIRIA MIRANDA ROSA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LEONARDO SANTOS NEVES,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA MARIA SAGRARIO TELLO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA ANGELA LOPES DUMONT DE MACEDO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VIVIANE RIBEIRO DE SOUZA CABRAL,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,PAULA REIS DE MIRANDA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,VERONA CAMPOS SEGANTINI,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ADRIANA CLAUDIA DRUMOND,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA CAROLINA ARAUJO DA SILVA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCIANA RESENDE ALLAIN,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA AUXILIADORA DO AMARAL,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUIS GUSTAVO D CARLOS BARBOSA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SIRLEY APARECIDA ARAUJO DIAS,Unissex
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUCIANA DA SILVA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MAGALY DEL ROCIO ROBALINO CAMPOS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,LUIS FERNANDO VASQUEZ ZORA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SAULO PFEFFER GEBER,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NATALINO NEVES DA SILVA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SANDRO COELHO COSTA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA JACY MAIA VELLOSO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JACQUELINE DA SILVA FIGUEIREDO PEREIRA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,NAIR APARECIDA RODRIGUES PIRES,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA PAULA SOUTO SILVA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA ALICE MOREIRA LIMA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ANA PAULA FERREIRA PEDROSO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CAROLINA MAFRA DE SA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DOMINGOS SEBASTIAO LUEMBA SAMBO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,HELDER DE MORAES PINTO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MAURICIO ESTEVAM CARDOSO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JACQUELINE NUNES ARAUJO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EUSTAQUIO JOSE DE SOUZA JUNIOR,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARLENE DE ARAUJO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ROSIMARE ALVES RIBEIRO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ROMARIO GERALDO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CELIO DA SILVEIRA JUNIOR,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,KATIA PEDROSO SILVEIRA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DEBORA FERNANDES DE MIRANDA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,EURICO JOSUE NGUNGA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GIULIANO VIANA DE ALKMIM,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,HESLLEY MACHADO SILVA,Desconhecido
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CLAUDIA MARA NIQUINI,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARIA DO PERPETUO SOCORRO DE LIMA COSTA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JULIANA VALERIA DE ABREU,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ROBERTO CEZAR DE SOUZA SILVA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SHEILLA ALESSANDRA BRASILEIRO DE MENEZES,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,MARCIO ROBERTO DE LIMA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,RAQUEL APARECIDA SOARES REIS FRANCO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,DIOGO RODRIGUES PUCHTA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,JALMIRA REGINA FIUZA DE SOUSA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,SUELI MACHADO PEREIRA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,CLAUDIA STARLING BOSCO,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ERIVANE ROCHA RIBEIRO,Unissex
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,ADRIANA DUARTE LEON,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,EDUCAÇÃO,Doutorado,GISELE MARIA MARINO COSTA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,IGOR MOTA MORICI,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,LUIZ HENRIQUE DE LACERDA ABRAHAO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,TULIO CARDOSO REBEHY,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,MARINELLA MORGANA DE MENDONCA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,MAIRA DE SOUZA BORBA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,MONICA HERRERA NOGUERA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,CELSO DE OLIVEIRA VIEIRA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,ALESSIO GAVA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,JOAO PAULO DE OLIVEIRA TEIXEIRA,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,GILDETE DOS SANTOS DE FREITAS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,JULIANO PACCOS CARAM,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,FILOSOFIA,Doutorado,MARIANA LAGE MIRANDA,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MANOEL DE ALMEIDA NETO,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,GILSON CASSIO DE OLIVEIRA SANTOS,Homem
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,NINA GABRIELA MOREIRA BRAGA ROSAS,Mulher
2015,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,SOCIOLOGIA,Doutorado,MARISA ALICE SINGULANO ALVES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,MARIAH LANCA DE QUEIROZ CASSETE,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,JOSE CARLOS BATISTA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,FELIPE LIMA EDUARDO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,ROSIENE MARIA DE FREITAS,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,LETICIA CAROLINE BARCHE TATEMOTO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,FLAVIO CIRENO FERNANDES,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,LUCAS RIBEIRO MESQUITA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,FILIPE SOUZA CORREA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,GABRIEL AVILA CASALECCHI,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,THIAGO RODRIGUES SILAME,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,Doutorado,RAFAEL CAMARA DE MELO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,FELIPE DE MOURA GARRIDO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,FATIMA SAIONARA LEANDRO BRITO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LORENA LOPES DA COSTA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARIANA ELIANE TEIXEIRA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,THAIS MAURA MARQUES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,LUCIANE SILVA DE ALMEIDA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,POLYANA APARECIDA VALENTE VARETO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ANTONIO CARLOS FIGUEIREDO COSTA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,THIAGO LENINE TITO TOLENTINO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ELISGARDENIA DE OLIVEIRA CHAVES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ROXANE SIDNEY RESENDE DE MENDONCA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RAUL AMARO DE OLIVEIRA LANARI,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,WALMIRA COSTA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,RENE LOMMEZ GOMES,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,CLAUDIO MONTEIRO DUARTE,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,GEORGE SILVA DO NASCIMENTO,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,OLGA PISNITCHENKO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,DENIS PEREIRA TAVARES,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,ENAILE FLAUZINA CARVALHO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,GUSTAVO ANIBAL NAPOLI VILLALBA,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,MARIA LENUCIA DE MOURA,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,IVANEIDE BARBOSA ULISSES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,HISTÓRIA,Doutorado,DEISE SIMOES RODRIGUES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ELIZENE VELOSO RIBEIRO,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,PATRICIA MARA LAGE SIMOES,Mulher
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,ALTAIR SANCHO PIVOTO DOS SANTOS,Homem
2016,SUDESTE,MG,UFMG,CIÊNCIAS HUMANAS,GEOGRAFIA,Doutorado,FLAVIA REGINA LACERDA SUASSUNA DUTRA,Mulher
