dominio,documento,nome,uf,cidade,cep,data_cadastro,ultima_atualizacao,ticket
tre-pb.gov.br,000.509.018/0013-57,Tribunal Regional Eleitoral da Paraíba,PB,João Pessoa,58013-250,1998-04-15T12:44:06Z,2014-08-28T20:17:35Z,91806
tre-pe.gov.br,000.509.018/0015-19,Tribunal Regional Eleitoral do Pernambuco,PE,Recife,50020-500,1998-08-10T14:18:51Z,2015-01-08T21:14:11Z,108167
tre-pi.gov.br,000.509.018/0016-08,Tribunal Regional Eleitoral do Piauí,PI,Teresína,64000-830,1998-08-12T13:39:50Z,2015-01-08T21:14:32Z,110090
tre-rn.gov.br,000.509.018/0018-61,Tribunal Regional Eleitoral do Rio Grande do Norte,RN,Natal,59025-580,1998-08-05T12:18:49Z,2015-01-08T21:16:45Z,108318
tre-rs.gov.br,000.509.018/0019-42,TRIBUNAL REGIONAL ELEITORAL DO RIO GRANDE DO SUL,RS,Porto Alegre,90010-280,1998-07-15T12:04:53Z,2015-02-03T18:19:30Z,105897
tre-sc.gov.br,000.509.018/0020-86,Tribunal Regional Eleitoral de Santa Catarina,SC,Florianópolis,88015-140,1998-08-05T12:49:05Z,2015-01-08T21:17:52Z,106213
tre-sp.gov.br,000.509.018/0021-67,Tribunal Regional Eleitoral de São Paulo,SP,São Paulo,01316-900,1998-08-07T15:04:12Z,2015-09-23T16:41:13Z,108320
tre-se.gov.br,000.509.018/0022-48,Tribunal Regional Eleitoral de Sergipe,SE,Aracaju,49080-000,1998-08-24T17:26:44Z,2015-01-08T21:18:21Z,110572
tre-ac.gov.br,000.509.018/0023-29,Tribunal Regional Eleitoral do Acre,AC,Rio Branco,69915-900,1998-08-12T12:39:07Z,2015-01-08T20:20:40Z,109494
tre-ms.gov.br,000.509.018/0024-00,Tribunal Regional Eleitoral de MS,MS,Campo Grande,79037-100,1998-01-16T12:21:46Z,2015-01-08T21:12:16Z,80021
tre-to.gov.br,000.509.018/0025-90,Tribunal Regional Eleitoral do Tocantins,TO,Palmas,77085-020,1998-08-12T12:39:08Z,2015-01-08T21:18:52Z,109495
tre-rr.gov.br,000.509.018/0026-71,Tribunal Regional Eleitoral de Roraima,RR,Boa Vista,69301-380,1998-08-05T19:21:58Z,2015-01-08T21:17:31Z,108319
prove.gov.br,000.509.612/0001-04,EMATER -DF,DF,Brasília,70779-900,1998-07-16T12:12:51Z,2018-09-05T21:35:49Z,104260
csjt.gov.br,000.509.968/0001-48,TRIBUNAL SUPERIOR DO TRABALHO,DF,Brasília,70070-943,2001-03-02T21:18:28Z,2015-03-04T19:11:40Z,520691
enamat.gov.br,000.509.968/0001-48,TRIBUNAL SUPERIOR DO TRABALHO,DF,Brasília,70070-943,2006-09-06T19:39:02Z,2015-03-04T19:16:57Z,3046336
jt.gov.br,000.509.968/0001-48,TRIBUNAL SUPERIOR DO TRABALHO,DF,Brasília,70070-943,2001-03-23T12:50:34Z,2015-03-04T19:18:42Z,536775
justicadotrabalho.gov.br,000.509.968/0001-48,TRIBUNAL SUPERIOR DO TRABALHO,DF,Brasília,70070-943,2001-03-23T12:50:32Z,2015-03-04T19:06:29Z,536773
justra.gov.br,000.509.968/0001-48,TRIBUNAL SUPERIOR DO TRABALHO,DF,Brasília,70070-943,2001-03-23T12:50:32Z,2015-03-04T19:16:20Z,536770
portaljt.gov.br,000.509.968/0001-48,TRIBUNAL SUPERIOR DO TRABALHO,DF,Brasília,70070-943,2001-05-14T20:13:33Z,2015-03-04T19:10:05Z,562730
tribunaisdotrabalho.gov.br,000.509.968/0001-48,TRIBUNAL SUPERIOR DO TRABALHO,DF,Brasília,70070-943,2001-03-23T12:50:33Z,2015-03-04T19:04:42Z,536774
tst.gov.br,000.509.968/0001-48,TRIBUNAL SUPERIOR DO TRABALHO,DF,Brasília,70070-943,1995-11-30T12:00:00Z,2015-03-04T19:19:55Z,4671
trt05.gov.br,000.509.968/0006-52,TRIBUNAL REGIONAL DO TRABALHO DA 5A. REGIAO,BA,Salvador,40055-010,1997-11-13T11:00:00Z,2018-10-25T17:34:51Z,69435
trt-pe.gov.br,000.509.968/0007-33,TRIBUNAL REGIONAL DO TRABALHO DA 6A. REGIAO,PE,Recife,50080-090,1997-11-14T11:00:00Z,2013-01-05T14:46:04Z,69522
trt6.gov.br,000.509.968/0007-33,TRIBUNAL REGIONAL DO TRABALHO DA 6A. REGIAO,PE,Recife,50080-090,1996-10-16T11:00:00Z,2016-02-21T14:39:36Z,19093
trt7.gov.br,000.509.968/0008-14,Tribunal Regional do Trabalho da 7A. Regiao,CE,Fortaleza,60150-162,1998-01-16T12:23:40Z,2012-02-24T11:09:22Z,81487
trt9.gov.br,000.509.968/0010-39,Tribunal Regional do Trabalho da 9ª Região,PR,Curitiba,80420-010,1999-04-13T13:45:04Z,2019-04-26T13:34:28Z,151987
trt13.gov.br,000.509.968/0014-62,Tribunal regional do Trabalho 13 Regiao,PB,João Pessoa,58013-260,1998-01-16T12:25:33Z,2013-05-14T17:22:30Z,82541
trt15.gov.br,000.509.968/0016-24,Tribunal Regional do Trabalho da 15ª Região,SP,Campinas,13015-081,1996-07-15T12:00:00Z,2015-04-06T18:18:51Z,11736
trt17.gov.br,000.509.968/0023-53,TRIBUNAL REGIONAL DO TRABALHO - 17A REGIAO,ES,Vitória,29010-190,1996-10-29T11:00:00Z,2015-08-15T04:45:44Z,20723
trt21.gov.br,000.509.968/0086-37,Tribunal Regional do Trabalho da 21ª Região,RN,Natal,59063-400,1997-06-18T12:00:00Z,2015-10-19T13:41:15Z,43814
trt22.gov.br,000.509.968/0087-18,TRIBUNAL REGIONAL DO TRABALHO DA 22A. REGIAO,PI,Teresina,64000-901,1997-06-25T12:00:00Z,2019-02-11T12:51:11Z,44732
congresso.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,1997-04-17T12:00:00Z,2017-05-25T14:54:35Z,36816
copatransparente.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,2011-07-12T16:17:24Z,2017-05-25T14:55:32Z,8550844
interlegis.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,1997-07-07T12:00:00Z,2017-06-27T17:53:59Z,46196
lexml.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,2005-12-19T10:44:20Z,2017-06-27T17:54:35Z,2518511
senado.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,1996-01-01T12:00:00Z,2017-05-25T14:57:02Z,0
senador.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,2002-11-07T12:50:27Z,2017-05-25T14:57:44Z,1010027
senadora.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,2002-11-07T12:50:27Z,2017-05-25T14:58:37Z,1009330
siga.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,2009-06-03T15:03:40Z,2017-05-25T14:59:17Z,5623057
sigabrasil.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,2009-02-26T12:25:28Z,2017-05-25T14:59:46Z,5296790
transparencianacopa.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,2011-07-12T16:17:24Z,2017-05-25T15:00:19Z,8550859
viibra.gov.br,000.530.279/0004-68,SENADO FEDERAL,DF,Brasília,70165-900,2014-03-05T15:21:22Z,2017-05-25T15:00:52Z,12568537
ilbsenado.gov.br,000.530.279/0005-49,Secretaria Especial de Editoração e Publicações,DF,Brasília,70160-900,2000-04-11T19:05:15Z,2002-10-15T13:35:28Z,308334
agenciacamara.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2008-11-19T08:40:04Z,2015-06-16T13:33:35Z,5034350
camara.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,1997-04-26T12:00:00Z,2018-05-25T17:20:35Z,37928
camaradosdeputados.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2005-05-27T11:43:57Z,2015-06-08T19:42:10Z,2151224
cd.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2010-06-15T10:33:14Z,2015-06-08T17:33:22Z,6952893
deputado.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2007-07-04T12:32:00Z,2015-06-12T17:17:37Z,3725132
edemocracia.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2009-06-15T18:47:42Z,2015-06-15T17:37:33Z,5587853
opeixeeaartedepescar.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2009-04-16T19:33:00Z,2015-06-15T12:43:32Z,5472238
plenarinho.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2003-09-22T13:17:52Z,2015-06-11T14:00:27Z,1342021
radiocamara.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2009-10-08T18:22:41Z,2015-06-15T18:34:33Z,6001342
wikilegis.gov.br,000.530.352/0001-59,Camara dos Deputados,DF,Brasília,70160-900,2009-06-15T18:47:42Z,2015-06-15T14:55:51Z,5587856
aids.gov.br,000.530.493/0001-71,Fundo Nacional de Saúde,DF,Brasília,70070-600,1997-06-02T12:00:00Z,2016-04-06T17:53:35Z,41832
saudenacopa.gov.br,000.530.493/0001-71,Fundo Nacional de Saúde,DF,Brasília,70070-600,2014-05-26T10:58:30Z,2014-08-08T17:44:20Z,12916924
cortesmercosul.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,2007-10-30T15:48:50Z,2014-10-08T15:29:27Z,4027416
cortesmercosur.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,2007-10-30T15:48:50Z,2014-10-08T15:31:47Z,4027421
diariodajustica.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,2006-05-19T12:22:53Z,2014-10-08T15:32:12Z,2804653
dj.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,2006-05-19T12:22:53Z,2014-10-08T15:32:32Z,2804648
infojus.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,2000-08-09T14:21:41Z,2014-10-08T15:32:43Z,400199
radiojustica.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,2004-03-15T11:50:32Z,2014-10-08T15:33:16Z,1559406
rededojudiciario.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,1999-03-17T19:20:59Z,2014-10-08T15:33:35Z,147659
rededopoderjudiciario.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,1999-03-17T19:21:05Z,2014-10-08T15:33:42Z,147662
redejudiciario.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,1999-03-17T18:50:31Z,2014-10-08T15:33:51Z,147655
stf.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,1996-04-16T12:00:00Z,2014-10-08T15:34:05Z,6820
stfnet.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,1999-03-17T19:20:51Z,2014-10-08T15:34:23Z,147657
tvjustica.gov.br,000.531.640/0001-28,SUPREMO TRIBUNAL FEDERAL,DF,Brasília,70175-900,2002-03-22T12:13:03Z,2014-10-08T15:34:31Z,746725
tjdf.gov.br,000.531.954/0001-20,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL,DF,Brasília,70094-900,1997-10-09T11:00:00Z,2017-04-03T22:40:05Z,62157
tjdft.gov.br,000.531.954/0001-20,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL,DF,Brasília,70094-900,1998-07-20T17:34:38Z,2017-04-03T22:38:23Z,107450
coren-ap.gov.br,000.593.411/0001-38,Conselho Regional de Enfermagem do Amapá - Coren,AP,Macapá,68900-081,2012-04-26T19:39:27Z,2014-08-18T12:02:12Z,9778847
enap.gov.br,000.627.612/0001-09,Escola Nacional de Administração Pública - ENAP,DF,Brasília,70610-900,1997-09-10T12:00:00Z,2018-12-29T18:31:45Z,56937
escolavirtual.gov.br,000.627.612/0001-09,Escola Nacional de Administração Pública - ENAP,DF,Brasília,70610-900,2016-08-29T15:41:54Z,2019-03-29T22:30:43Z,16010878
evg.gov.br,000.627.612/0001-09,Escola Nacional de Administração Pública - ENAP,DF,Brasília,70610-900,2018-02-06T11:59:06Z,2019-03-29T22:29:39Z,17976288
funag.gov.br,000.662.197/0001-24,Fundação Alexandre de Gusmão,DF,Brasília,70170-900,1998-05-21T20:01:01Z,2017-12-06T20:29:33Z,98256
inmetrogo.gov.br,000.662.270/0002-49,Superintendência Regional do Inmetro SUR-01/GO,GO,Goiânia,74093-215,2002-09-27T14:12:12Z,2010-06-22T13:37:19Z,966348
infoconsumo.gov.br,000.662.270/0003-20,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN",RJ,Rio de Janeiro,20261-232,2000-10-30T16:12:33Z,2018-08-02T19:24:03Z,453931
inmetro.gov.br,000.662.270/0003-20,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN",RJ,Rio de Janeiro,20261-232,1996-04-16T12:00:00Z,2018-08-02T19:28:25Z,6763
oconsumidor.gov.br,000.662.270/0003-20,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN",RJ,Rio de Janeiro,20261-232,2000-10-30T16:12:34Z,2018-08-02T19:29:18Z,453939
pbqp.gov.br,000.662.270/0003-20,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN",RJ,Rio de Janeiro,20261-232,1999-11-09T18:54:27Z,2018-08-02T19:30:00Z,215563
portaldoconsumidor.gov.br,000.662.270/0003-20,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN",RJ,Rio de Janeiro,20261-232,2001-12-11T18:30:14Z,2018-08-02T19:36:51Z,683263
sitedoconsumidor.gov.br,000.662.270/0003-20,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECN",RJ,Rio de Janeiro,20261-232,2000-10-30T16:12:35Z,2018-08-02T19:37:22Z,453947
inmetro-sc.gov.br,000.662.270/0004-00,Inst Nac Metrologia e Norm Ind,SC,São José,88110-603,2001-07-13T13:36:23Z,2008-02-06T17:38:40Z,599347
rbmlq.gov.br,000.662.270/0009-15,INMETRO INSTITUTO NAC DE METROL NORM E QUAL INDUST,RS,Porto Alegre,90240-581,2010-12-16T11:40:09Z,2010-12-16T11:40:09Z,7651999
inmetro-es.gov.br,000.662.270/0010-59,"Inst. Nac. Metrol., Normal. e Qual. Ind. Repr. ES",ES,Vitória,29053-245,1998-11-18T18:44:48Z,2007-04-11T14:26:58Z,123973
cfbio.gov.br,000.720.532/0001-01,Conselho Federal de Biologia,DF,Brasília,70070-120,2009-08-07T15:06:09Z,2015-05-07T13:11:56Z,5859295
eafsi.gov.br,000.855.923/0001-25,Escola Agrotécnica Federal de Santa Inês - Bahia,BA,Santa Inês,45320-000,2005-06-15T04:25:04Z,2012-05-18T19:45:02Z,2190774
capes.gov.br,000.889.834/0001-08,FUNDACAO CAPES,DF,Brasília,70040-020,1996-01-01T12:00:00Z,2018-04-17T00:15:37Z,0
cienciasemfronteiras.gov.br,000.889.834/0001-08,FUNDACAO CAPES,DF,Brasília,70040-020,2011-12-01T16:19:29Z,2014-03-11T21:45:04Z,9160529
vice-presidencia.gov.br,000.894.355/0001-71,VICE PRESIDENCIA DA REPUBLICA,DF,Brasilia,70150-900,2000-04-10T16:46:09Z,2007-07-10T23:17:49Z,303852
vicepresidenciadarepublica.gov.br,000.894.355/0001-71,VICE PRESIDENCIA DA REPUBLICA,DF,Brasilia,70150-900,2000-04-10T16:46:11Z,2007-07-10T23:18:08Z,303886
defesa.gov.br,000.894.356/0001-16,Ministério da Defesa,DF,Brasília,70052-900,1999-06-22T13:18:34Z,2019-02-13T19:55:20Z,171030
abin.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,1997-11-08T11:00:00Z,2014-11-18T13:15:11Z,68327
ccom.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,1999-12-16T10:49:25Z,2014-11-18T13:15:42Z,232839
cepesc.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,1996-01-01T12:00:00Z,2014-11-18T13:16:10Z,0
cin-sci.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,1995-10-03T12:00:00Z,2014-11-18T13:14:44Z,4190
dinf.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,2000-03-23T19:59:28Z,2014-11-18T13:16:53Z,279803
dte.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,1999-02-23T00:23:28Z,2014-11-18T13:17:24Z,142726
linuxseguro.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,2004-04-29T23:58:17Z,2014-11-18T13:18:13Z,1611339
ls.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,2004-04-29T23:58:17Z,2014-11-18T13:18:37Z,1611341
orint.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,1999-12-02T19:22:41Z,2014-11-18T13:19:01Z,224288
sisbin.gov.br,001.175.497/0001-41,Agencia Brasileira de Inteligencia,DF,Brasília,70610-200,2005-05-25T12:05:59Z,2014-11-18T13:19:26Z,2158741
geres.gov.br,001.206.116/0001-44,Grupo Executivo P Recup Econ do Est Esp Santo,ES,Vitoria,29010-901,2000-08-24T11:57:15Z,2006-03-04T19:36:04Z,404029
casabrasil.gov.br,001.263.896/0003-26,"Ministério da Ciência, Tecnologia e Inovação",DF,Brasília,70067-900,2006-02-22T15:07:31Z,2013-02-04T17:38:52Z,2629511
ctnbio.gov.br,001.263.896/0003-26,"Ministério da Ciência, Tecnologia e Inovação",DF,Brasília,70067-900,2000-06-19T19:05:06Z,2013-02-04T17:39:06Z,354889
mct.gov.br,001.263.896/0003-26,"Ministério da Ciência, Tecnologia e Inovação",DF,Brasília,70067-900,1996-01-01T12:00:00Z,2016-01-22T20:08:02Z,0
mcti.gov.br,001.263.896/0003-26,"Ministério da Ciência, Tecnologia e Inovação",DF,Brasília,70067-900,2011-10-31T11:50:51Z,2016-01-25T18:41:24Z,8985644
redebrasil.gov.br,001.263.896/0003-26,"Ministério da Ciência, Tecnologia e Inovação",DF,Brasília,70067-900,2003-07-21T13:31:42Z,2013-02-04T17:39:27Z,1275952
int.gov.br,001.263.896/0004-07,Instituto Nacional de Tecnologia,RJ,Rio de Janeiro,20081-311,1998-11-11T16:07:16Z,2019-06-06T13:02:19Z,123432
inpa.gov.br,001.263.896/0015-60,INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA,AM,Manaus,69067-375,1997-07-28T12:00:00Z,2018-09-12T12:18:35Z,49011
inpe.gov.br,001.263.896/0016-40,Instituto Nacional de Pesquisas Espaciais,SP,São José dos Campos,12227-010,1999-08-20T19:24:21Z,2010-03-04T19:52:29Z,187057
insa.gov.br,001.263.896/0019-93,Instituto Nacional do Semi-Árido-INSA,PB,Campina Grande,58100-000,2006-10-23T12:53:35Z,2019-03-06T20:17:55Z,3113287
cetene.gov.br,001.263.896/0021-08,"Ministério da Ciência, Tecnologia e Inovação",PE,Recife,50740-545,2007-06-26T19:28:37Z,2019-01-18T13:48:45Z,3636218
rrc.gov.br,001.263.896/0021-08,"Ministério da Ciência, Tecnologia e Inovação",PE,Recife,50740-545,2015-10-27T11:26:54Z,2015-10-27T11:26:54Z,14852395
cemaden.gov.br,001.263.896/0026-12,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO - CEM",SP,São José dos Campos,12247-016,2011-09-30T13:19:41Z,2018-04-02T13:28:45Z,8851138
brasilia2010.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,2010-02-02T15:56:39Z,2014-07-04T11:03:41Z,6485016
copadacultura.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,2005-12-30T18:02:09Z,2015-01-07T17:02:34Z,2539441
cultura.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,1996-08-16T12:00:00Z,2018-10-26T04:32:36Z,14100
culturaviva.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,2015-09-17T17:46:29Z,2015-09-17T17:46:29Z,14669233
minc.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,1995-10-30T12:00:00Z,2014-07-04T11:20:35Z,4416
mincrj.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,1998-08-06T16:57:38Z,2013-03-21T19:26:34Z,109080
mincsp.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,2002-06-21T15:09:18Z,2013-03-21T19:26:46Z,896763
monumenta.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,2001-06-25T18:04:03Z,2015-01-07T17:03:16Z,578452
pracas.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,2011-05-23T15:06:19Z,2013-03-21T19:26:59Z,8268448
querovercultura.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,2015-12-15T13:08:02Z,2015-12-15T13:08:02Z,15015025
vivaleitura.gov.br,001.264.142/0002-00,Ministério da Cultura,DF,Brasília,70308-200,2004-12-20T17:56:22Z,2015-01-07T17:04:20Z,1938732
pnll.gov.br,001.264.142/0007-14,Ministério da Cultura,DF,Brasília,70308-200,2006-03-07T17:17:30Z,2015-01-07T17:03:34Z,2666037
programadorabrasil.gov.br,001.264.142/0023-34,MINISTÉRIO DA CULTURA / CINEMATECA BRASILEIRA,SP,São Paulo,04021-020,2014-09-30T11:02:53Z,2014-09-30T11:02:53Z,13358007
trt.gov.br,001.298.583/0001-41,TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO,MG,Belo Horizonte,30112-020,1996-04-22T12:00:00Z,2019-06-11T15:16:46Z,7055
trt3.gov.br,001.298.583/0001-41,TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO,MG,Belo Horizonte,30112-020,2007-08-29T15:41:38Z,2019-06-11T15:16:19Z,3863807
pactointegrador.gov.br,001.409.606/0001-48,SECRETARIA DE SEG PÚB E ADMINISTRAÇÃO PENITENCIÁRI,GO,Goiânia,74543-010,2017-04-06T18:54:28Z,2018-05-21T19:22:35Z,16793066
trt20.gov.br,001.445.033/0001-08,TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO,SE,Aracaju,49080-190,1997-12-06T11:00:00Z,2007-09-13T13:51:01Z,73545
amapa.gov.br,001.591.392/0001-73,PRODAP-Centro de Gestao da Tecnologia e Informacao,AP,Macapá,68900-110,1998-01-16T12:26:24Z,2017-11-02T17:35:29Z,82660
ap.gov.br,001.591.392/0001-73,PRODAP-Centro de Gestao da Tecnologia e Informacao,AP,Macapá,68900-110,1998-10-21T11:00:00Z,2016-03-10T18:07:18Z,122622
agriculturafamiliar.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2000-06-27T20:05:34Z,2015-03-10T17:24:52Z,369570
agroecologia.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2016-09-19T13:24:26Z,2016-09-19T13:24:26Z,16096347
aiaf2014.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2014-02-18T14:41:46Z,2015-06-08T22:26:30Z,12510135
bancodaterra.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2000-06-27T20:05:35Z,2010-11-16T13:08:05Z,371252
cnater.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2015-09-15T14:41:05Z,2015-09-15T14:41:05Z,14619667
cndrs.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2000-06-27T20:05:41Z,2010-11-16T13:07:30Z,371258
cnir.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2001-10-18T19:19:39Z,2010-11-16T13:07:37Z,654887
condraf.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2016-06-01T19:43:51Z,2016-06-01T19:43:51Z,15654749
convivio.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2001-07-18T19:21:15Z,2010-11-16T13:07:41Z,602728
ctis.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2000-06-01T18:50:25Z,2010-11-16T13:07:45Z,345437
desenvolvimentoagrario.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2000-05-22T18:31:50Z,2015-09-02T21:18:12Z,339594
desenvolvimentorural.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2013-06-20T18:03:30Z,2015-06-08T22:41:19Z,11588729
emdiacomopronaf.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2015-10-28T14:10:31Z,2019-05-21T15:05:32Z,14806933
mda.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2000-05-22T18:31:57Z,2019-05-15T18:50:07Z,339586
pndrss.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2015-01-15T20:37:18Z,2015-06-08T22:34:10Z,13701811
pronera.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2000-06-27T20:05:53Z,2010-11-16T13:07:52Z,371259
reformaagraria.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2000-05-22T18:31:59Z,2010-11-16T13:07:55Z,339590
sead.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2017-12-12T12:59:56Z,2017-12-12T13:03:14Z,17766731
territoriosdacidadania.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2008-02-19T19:56:57Z,2015-02-24T21:27:34Z,4216803
territoriosrurais.gov.br,001.612.452/0001-97,Ministerio do Desenvolvimento Agrario,DF,Brasília,70043-900,2016-03-08T17:43:45Z,2016-03-08T17:43:45Z,15316288
crecigo.gov.br,001.638.121/0001-26,CONSELHO REG. DE CORRETORES DE IMOVEIS 5ªREGIAO/GO,GO,Goiânia,74810-240,2011-03-01T13:55:48Z,2019-03-21T01:35:28Z,7968449
